fileName,meta_tags,meta_keywords,max_keyword_length,min_keyword_length,descriptor_words,words_alt_images,avgNoOfWordsInLink,total_links,image_links,total_images,alt_images,div,paragraphs,tables,total_headings,link_headings,class
answer_the_phone_72.html,43,0,0,0,2,3,94.93055555555557,288,8,19,3,147,72,0,51,0,
